Project ID,Task ID,Corrections,Grammar,Spelling,Consistency,Comment,User
2676,null,3,5,5,3,null,Leire Alcala
2676,null,3,5,5,3,null,Leire Alcala
2674,6793,5,4,5,4,"File had not so many errors, in my point of view document was very good translated.",Francsico Garcia
2625,6490,4,5,4,5,"I did not correct many things. The main problem was the layout which I did not manage to correct completely, but which I fixed in some parts. It would have been better to not translate the address",Giovanna Molinelli
2682,6824,3,3,3,3,null,Yo ELIZONDO
2728,6935,3,4,4,4,"He tenido un problema de comprensiÃ³n con el comentario de Christopher Tauchen. Sinceramente no lo entendÃ­ ni siquiera en inglÃ©s. Creo que no es problema de la traducciÃ³n, sino mÃ¡s bien del autor del texto.\r\n\r\nAlba",Albanecer
2728,6936,5,5,5,5,Thanks Alba for completing this for us! You've been a great help. We will use it in a newsletter to funders and we'll credit you by name as a translator.,Paulina Abzieher
2728,6935,5,5,5,5,Thanks Margarita for completing this for us! You've been a great help. We will use it in a newsletter to funders and we'll credit you by name as a translator.,Paulina Abzieher
2675,6754,5,5,5,5,Small details but most of all very good job.,Yo ELIZONDO
2711,6900,5,5,5,5,null,Eleanor Bridgwood
2578,6310,3,3,3,3,Please note most changes made are stylistic changes.\r\n\r\nPlease also note the comments I have added to the target file.\r\nAnd I have also made a few corrections in the source file.\r\nPlease let me know if you would like me to send it to you by email.,beatrice.delasayette
2668,6713,3,3,3,3,"Muchas gracias, Emily, por su trabajo. Para nosotros una colaboraciÃ³n asÃ­, y ademÃ¡s tan Ã¡gil y profesional, es muy importante. Si conseguimos financiar este proyecto, entre todos habremos colaborado con el sostenimiento de 400 familias congoleÃ±as. Un muy cordial saludo.",MaPi
2678,6774,4,5,5,5,null,Neus Adrian Pons
2677,6766,4,5,5,5,null,Neus Adrian Pons
2671,null,4,3,4,3,An informative guide of identity theft :),Jeong-hee
2674,6746,4,4,4,4,"It was a bit difficult to know what the sentence meant on a couple of occasions, as this had no doubt been translated already and there were some mistakes which made it impossible to understand the sentence fully. I improvised based on the context so I may be a little bit off when it is compared to the original file (which I have not seen). Most of it was fine, though.",sgr
2578,6312,5,4,5,3,null,Hamon.mo
2704,6886,4,4,5,5,Very good translation. Just a couple minor corrections. Great job!,Vera Gordienko
2670,null,4,4,5,4,"Some parts are related to the law of US, I am not sure whether my translation skill was good enough to express them correctly. Should you find any mistake, feel free to leave your feedback. Thank you",Äan
2670,null,2,3,4,2,"There were obvious missing parts of the brochure, which led to an incoherent text. There is also an already translated version of this brochure online; even though I provided my own, I don't see the point. The other one is actually complete, and also well translated, from my perspective.",Laura A. 
2678,6772,3,3,3,3,null,asier.calji
2677,6764,3,3,3,3,null,asier.calji
2700,6872,3,3,3,3,Dear ClaireE\r\nMany thanks indeed for your translation.  I appreciate your help.\r\nkind regards\r\nBride Counihan,bride.counihan
2698,6864,3,3,3,3,Dear Gaelle\r\nMany thanks indeed for doing this work for us.  It is greatly appreciated\r\nkind regards\r\nBride Counihan,bride.counihan
2699,6866,3,3,3,3,Dear Pilar\r\nMany thanks for doing this translation for us.  We really appreciate it.\r\nkind regards\r\nBride Counihan,bride.counihan
2699,6868,3,3,3,3,Dear Taanent\r\nMany thanks indeed for doing this translation for us.  We really appreciate it.\r\nkind regards\r\nBride Counihan\r\n\r\n,bride.counihan
2697,6858,3,3,3,3,Dear Evelinelamige\r\nMany thanks indeed for doing this translation for us.  We really appreciate it.\r\nkind regards\r\nBride Counihan,bride.counihan
2713,6909,3,3,3,3,Dear Marina\r\nThanks very much for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
2713,6908,3,3,3,3,Dear Luciana\r\nMany thanks indeed for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
2578,6322,3,3,3,3,"This text is destinated to women, \r\nso I have based my proofreading on feminine gender. ",evelinelamige
2745,null,3,3,3,3,This document seems to have been converted from a PDF- I expect there will be formatting issues for the translators.,Paulina Abzieher
2715,null,5,5,5,4,null,agata.sztompka
2729,null,5,5,5,5,null,Sharon Cowell
2671,6738,3,3,3,3,null,Laura A. GimÃ©nez
2681,null,5,5,5,5,null,Maxime Galopin
2674,6780,3,3,3,3,"Please note that it seems the original file was already a translation into English.\r\nSome terms didn't seem to reflect the meaning.\r\nIt took some rewriting and correcting to produce a file that produced a minimum of meaning.\r\nSome terms are still strange though: example: \""replicas\"".\r\n\r\nPlease let me know if you need me to review this translation once more.",beatrice.delasayette
2676,6760,4,4,5,5,"The translation was excellent, with very few changes to be made. The formatting of the source file could have been better (e.g. better spacing, as in the translated version) but the content was very interesting!",GM
2578,6318,3,5,5,4,"Almost no grammar and spelling errors, and only a few inconsistencies (in the use of conjugated forms and infinitives, for example). Maybe just be careful of literal translations, the use of anglicisms, and non-idiomatic expressions.",Emilie H
2712,6906,2,3,4,3,"There were a lot of errors in the source file: missing words, lack of accents etc. The translator has done a very good job to make sense of the text, but there are some parts that need to be addressed in the original and therefore also the translated version (please refer to the translator's notes for further details).",GM
2701,null,3,3,1,3,null,amb0689
2701,6876,3,3,3,3,Dear amb0689\r\n\r\nThanks very much indeed for translating this for us.  I really appreciate it.\r\nkind regards\r\nBride Counihan,bride.counihan
2656,6657,4,5,5,3,null,tratesaurobcn
2578,6297,2,2,3,3,"There were many errors and also some sentences were gone, and added in this version.",Francsico Garcia
2682,6826,5,5,5,5,"Most of the document was so good, only a few errors were found.",Francsico Garcia
2675,6748,5,4,5,5,Only a few minor changes made.,sgr
2714,6910,4,5,4,5,"Was almost done, but only a few sentences were gone.",Francsico Garcia
2745,6983,5,5,5,5,Los nÃºmeros de pÃ¡gina en la secciÃ³n 'Contenido' sarÃ¡n incorrectos en el versiÃ³n ,hannah_sibley13
2676,6758,5,4,4,5,null,sgr
2636,6552,3,3,3,3,Dear Hannah\r\nThanks very much for doing this translation for us.  I really appreciate it. \r\nkind regards\r\nBride Counihan,bride.counihan
2698,6862,2,2,3,3,"Please check the original file in English, there is still some ambiguous sentences that, I would suggest, have to be fixed in order to get a better understanding of the context.",gperezguerra
2674,6797,3,3,3,3,null,sarapereafabian
2670,6729,3,3,3,3,"The original file (which I downloaded) lacks of some pages, my translation just follows exactly the number of pages from the original one. ",Äan
2700,6872,5,5,5,5,null,ChimÃ¨ne ELESSA
2698,6864,5,5,5,5,null,ChimÃ¨ne ELESSA
2697,6858,5,5,5,5,null,ChimÃ¨ne ELESSA
2754,null,5,5,5,5,null,hannah_sibley13
2674,6788,3,3,3,3,null,amb0689
2751,null,3,4,5,5,null,m.adriana.pequeno
2758,null,3,3,3,3,null,Maria
2753,null,2,3,3,3,null,arzeo.manu
2701,6876,2,4,3,3,null,evelinelamige
2714,6911,3,3,3,3,Dear Francisco\r\nMany thanks for doing this translation for us.  I really appreciate it.\r\nkind regards\r\nBride Counihan,bride.counihan
2714,6912,3,3,3,3,Dear Jorelleanne\r\nMany thanks for doing this translation for us. I really appreciate it.\r\nkind regards\r\nBride Counihan,bride.counihan
2758,7027,3,3,3,3,Dear Maria\r\nMany thanks indeed for doing this translation for us.  I really appreciate it.\r\nkind regards\r\nBride Counihan,bride.counihan
2753,7008,3,4,5,4,"I found the Spanish file a bit tricky to translate, this because the sentences were sometimes unclear or needed to be expanded.",yara.campitelli
2738,null,4,3,5,5,null,Noemi Pirrottina
2786,null,4,3,4,3,null,evavernetleyenda
2699,6866,5,5,5,5,Pretty good document.,Francsico Garcia
2711,null,3,3,3,3,null,Maxime Galopin
2724,6927,1,1,1,1,"I'm sorry to say this but this was one of the worst translations I proofread ever! It was almost a Google-translate document. Did not look very much like a translation by a native Turkish speaker or someone fluent in Turkish. Too many literal translations, inconsistent tenses and many other mistakes. I wish I had translated the document from scratch, instead of trying to correct.\r\n\r\nAlso, I tried to do my best but as the file is all red and green with the changes tracked, it's impossible to see if I made any mistakes. I would be happy to do a second proofreading if required, after the file is processed.",mertsr
2714,6910,3,3,3,3,Dear Pilar\r\nVery many thanks for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
2714,6912,1,4,2,4,"There were reccurent mistakes (rÃ©sultant for rÃ©sultat for instance) and the punctuation was incorrect.\r\nSome sentences 'sounded' awkward, as is they were not written by a native speaker, and were not easy to understand.",Sandrine
2729,6937,5,5,5,5,null,ciaran_edwards
2757,null,4,4,5,4,"On the whole, this was a reasonably well-written text and any issues I had with the source text are highlighted in my translator's notes.",Sharon Cowell
2757,7023,5,5,5,4,null,laurencalmus
2413,5820,5,5,5,5,null,eclaresnow
2701,6874,5,5,5,5,"Quite good, only few mistakes were founded.",Francsico Garcia
2739,6977,4,4,5,4,null,laurencalmus
2797,null,5,4,5,4,null,Becky Mynett
2798,null,5,5,5,5,null,Becky Mynett
2799,null,5,4,4,4,null,Becky Mynett
2745,6991,3,4,5,4,"The formatting needs to be changed. The table of contents should be at the beginning of the document, with the introduction and \""What we will find in this guide\"" section following, but ",laurencalmus
,,,,,,"I wasn't able to change the formatting. Also \""What YOU will find in this guide\"" sounds much more natural in English, but I was hesitant to change from the original title in Spanish, but just thought I'd note it here instead and leave it to the discretion of the translator/reviewer/whoever. Similarly, the section titles are inconsistent... \""Section 1: The Road to Personal Empowerment\"" is capitalised and the others are not, but because there is no guidelines, I just left it as is.",
2769,7088,3,4,4,4,null,Morano ElKholy
2653,6612,5,5,5,5,null,evalespinassee
2799,7157,4,4,5,3,null,valeria
2681,6822,5,5,5,4,null,Lara Rosenthal
2629,6517,5,5,5,5,null,eclaresnow
2806,null,5,5,5,5,null,satu.vartiainen0
2762,null,5,5,5,5,null,Zelda
2795,null,5,5,5,5,null,Maria
2753,null,3,3,3,3,"I have noted down in the review that I was going to upload the Spanish version (where I had included minor corrections) - as well as the Basque version - but I have been unable to do it as compressed files are not admitted.\r\n\r\nAs for the rating, just to comment that there are minor grammar and spelling mistakes in the source document.",ZuriÃ±e Arkotxa
2800,7161,4,5,5,5,null,m.adriana.pequeno
2798,7153,3,4,4,4,"A very creative translation. The original was quite good, just needed some cleaning up so it read more naturally to a native US English speaker. \r\n\r\nUne traduction trÃ¨s crÃ©ative. L'original a Ã©tÃ© assez bonne, juste besoin de quelques modifications donc qu'il se lisait plus naturellement Ã  un locuteur natif anglais amÃ©ricain.",morganclarecarmody
2758,7025,3,3,3,3,Dear Pilar\r\nMany thanks for doing this translation for us.\r\nkind regards\r\nBride,bride.counihan
2758,7027,2,1,1,3,Proofreading added in blue,evelinelamige
2767,null,3,3,3,3,null,fravan561
2654,6634,5,5,5,5,null,Laura A. GimÃ©nez
